state_abbr,county_name,county_fips,vote_total_county,vote_per_AI,vote_per_AS,vote_per_AU,vote_per_CS,vote_per_D,vote_per_G,vote_per_I,vote_per_IP,vote_per_JF,vote_per_L,vote_per_LN,vote_per_NL,vote_per_NN,vote_per_PG,vote_per_PJ,vote_per_R,vote_per_UC,vote_per_UN,vote_per_UY,vote_per_WP,loc_pct_served,loc_pct_underserved,loc_pct_unserved,loc_count_served,loc_count_underserved,loc_count_unserved
MT,Dawson,30021,4638,0,0,0,0,19.27554981,0.1724881414,0,0,0,0.5605864597,0,0,0,0,0,78.20181113,0,0,0,1.789564467,89.31977114,0.04238186056,10.637847,4215,2,502
TX,Wilbarger,48487,4457,0,0,0,0,19.25061701,0.201929549,0,0,0,0.6282252636,0,0,0,0,0,79.91922818,0,0,0,0,98.19944598,0.07694675285,1.723607264,6381,5,112
AR,Independence,5063,13969,0,0,0,0,19.24976734,0.2433960913,1.145393371,0,0,0.4509986398,0,0,0,0,0,78.91044456,0,0,0,0,85.79772,2.577638008,11.62464199,15278,459,2070
MT,Wheatland,30107,1086,0,0,0,0,19.24493554,0.5524861878,0,0,0,0.3683241252,0,0,0,0,0,77.62430939,0,0,0,2.209944751,99.85785359,0,0.1421464108,1405,0,2
WV,Mineral,54057,12904,0,0,0,0,19.24209547,0.1937383757,0.844699318,0,0,0.3099814011,0,0,0,0,0,79.40948543,0,0,0,0,89.91308159,3.286830765,6.800087649,12310,450,931
OK,Delaware,40041,18070,0,0,0,0,19.23076923,0,0.7138904261,0,0,0.3265080243,0,0,0,0,0,79.72883232,0,0,0,0,88.38181688,7.797870059,3.820313058,24731,2182,1069
MO,St. Clair,29185,4987,0,0,0,0,19.22999799,0.2807298977,0,0,0,0.6416683377,0,0,0,0,0,79.84760377,0,0,0,0,73.23223718,14.34656671,12.42119612,4298,842,729
KS,Kingman,20095,3895,0,0,0,0,19.22978177,0,1.206675225,0,0,0.6931964056,0,0,0,0,0,78.8703466,0,0,0,0,98.60924181,0.1794526694,1.211305518,4396,8,54
TX,Lamar,48277,21236,0,0,0,0,19.20794877,0.1977773592,0,0,0,0.3343379167,0,0,0,0,0,80.25993596,0,0,0,0,83.48574279,10.49546928,6.018787929,20085,2525,1448
IL,Shelby,17173,11664,0,0,0,0,19.20438957,0,1.346021948,0,0,0,0,0,0,0,0,79.44958848,0,0,0,0,95.68700437,1.812591034,2.500404596,11825,224,309
NE,Nance,31125,1837,0,0,0,0,19.16167665,0.4354926511,0,0,0,0.707675558,0.1088731628,0,0,0,0,79.58628198,0,0,0,0,69.79537367,9.252669039,20.9519573,1569,208,471
AR,Marion,5089,7834,0,0,0,0,19.16007148,0.178708195,0.8424814909,0,0,0.2935920347,0,0,0,0,0,79.5251468,0,0,0,0,74.03491756,2.58971872,23.37536372,7633,267,2410
KY,Ohio,21183,10931,0,0,0,0,19.15652731,0.2104107584,1.052053792,0,0,0.1829658769,0,0,0,0,0,79.39804227,0,0,0,0,90.2147558,0.9438863873,8.841357811,10418,109,1021
TX,Gillespie,48171,16444,0,0,0,0,19.14984189,0.1763561177,0,0,0,0.553393335,0,0,0,0,0,80.12040866,0,0,0,0,90.03363519,1.474773609,8.491591203,17399,285,1641
KY,Larue,21123,7254,0,0,0,0,19.14805624,0.2205679625,0.840915357,0,0,0.2067824648,0,0,0,0,0,79.58367797,0,0,0,0,67.55319149,6.914893617,25.53191489,4826,494,1824
TX,Llano,48299,13606,0,0,0,0,19.14596502,0.2351903572,0,0,0,0.5512273997,0,0,0,0,0,80.06761723,0,0,0,0,95.05939525,0.4157667387,4.524838013,17605,77,838
MO,Hickory,29085,5106,0,0,0,0,19.13435174,0.2546024285,0,0,0,0.4112808461,0,0,0,0,0,80.19976498,0,0,0,0,44.55840456,7.806267806,47.63532764,3128,548,3344
IN,Fountain,18045,7981,0,0,0,0,19.12041098,0,0,0,0,0.7016664578,0,0,0,0,0,79.07530385,0,0,0,1.102618719,84.99610722,2.102102102,12.90179068,7642,189,1160
WV,Nicholas,54067,10037,0,0,0,0,19.11925874,0.1594101823,1.145760685,0,0,0.2690046827,0,0,0,0,0,79.30656571,0,0,0,0,81.93417933,2.328824432,15.73699623,11751,334,2257
TN,Hickman,47081,10299,0,0,0,0,19.10865133,0.1262258472,0.5146130692,0,0,0,0,0,0,0,0,80.25050976,0,0,0,0,86.85064935,4.075529733,9.073820916,10165,477,1062
TX,Bailey,48017,1738,0,0,0,0,19.10241657,0.2301495972,0,0,0,0.5178365938,0,0,0,0,0,80.14959724,0,0,0,0,99.96940961,0,0.03059039462,3268,0,1
WV,McDowell,54047,5425,0,0,0,0,19.09677419,0.1843317972,0.9953917051,0,0,0.2764976959,0,0,0,0,0,79.44700461,0,0,0,0,89.6190803,0.2144818119,10.16643789,10446,25,1185
NE,Thayer,31169,2852,0,0,0,0,19.0743338,0.2103786816,0,0,0,0.5960729313,0.2454417952,0,0,0,0,79.87377279,0,0,0,0,93.83580835,1.70916223,4.45502942,3349,61,159
KY,Fleming,21069,6994,0,0,0,0,19.07349156,0.1286817272,0.9150700601,0,0,0.1286817272,0,0,0,0,0,79.75407492,0,0,0,0,70.90348284,9.677419355,19.4190978,5517,753,1511
LA,Allen,22003,8719,0,0,0,0,19.05034981,0.1605688726,0,0,0.05734602592,0.1605688726,0,0,0,0,0,80.3188439,0,0,0,0.252322514,82.98611111,7.003968254,10.00992063,8365,706,1009
IA,O'Brien,19141,7496,0,0,0,0,19.05016009,0,0,0,0,0.2934898613,0,0,0,0,0,80.01600854,0,0,0,0.6403415155,87.19543147,9.073604061,3.730964467,6871,715,294
KY,Hickman,21105,2069,0,0,0,0,19.04301595,0.241662639,0.5799903335,0,0,0.09666505558,0,0,0,0,0,80.03866602,0,0,0,0,97.76674938,0.779865296,1.453385324,2758,22,41
TX,Red River,48387,5795,0,0,0,0,19.0336497,0.06902502157,0,0,0,0.1207937877,0,0,0,0,0,80.77653149,0,0,0,0,73.03928325,6.878015162,20.08270159,5299,499,1457
OH,Brown,39015,21385,0,0,0,0,19.02735562,0,0,0,0,0.2758943184,0,0,0,0,0,80.69675006,0,0,0,0,88.79318372,3.482633392,7.724182885,19071,748,1659
IL,Brown,17009,2455,0,0,0,0,19.02240326,0,2.036659878,0,0,0,0,0,0,0,0,78.94093686,0,0,0,0,92.3,0.9666666667,6.733333333,2769,29,202
TX,Dawson,48115,3509,0,0,0,0,19.00826446,0.2849814762,0,0,0,0.6839555429,0,0,0,0,0,80.02279852,0,0,0,0,99.96570057,0,0.03429943406,5829,0,2
KS,Cloud,20029,3983,0,0,0,0,19.00577454,0,1.029374843,0,0,0.4770273663,0,0,0,0,0,79.48782325,0,0,0,0,97.39756368,0.3506829088,2.251753415,5277,19,122
TX,Liberty,48291,31228,0,0,0,0,18.96695273,0.1120789035,0,0,0,0.2817983861,0,0,0,0,0,80.63916998,0,0,0,0,62.00457581,6.24898893,31.74643526,26830,2704,13737
TN,Sevier,47155,43847,0,0,0,0,18.96594978,0.1756106461,0.6043743015,0,0,0,0,0,0,0,0,80.25406527,0,0,0,0,89.94901127,3.695271783,6.355716947,47807,1964,3378
IL,Effingham,17049,19022,0,0,0,0,18.94648302,0,1.687519714,0,0,0,0,0,0,0,0,79.36599727,0,0,0,0,95.68801132,1.070308175,3.241680507,15556,174,527
MO,Stone,29209,19087,0,0,0,0,18.92387489,0.2881542411,0,0,0,0.4715251218,0,0,0,0,0,80.31644575,0,0,0,0,34.169279,39.22183293,26.60888807,7412,8508,5772
PA,Juniata,42067,12104,0,0,0,0,18.9193655,0.2395902181,0,0,0,0.5287508262,0,0,0,0,0,80.31229346,0,0,0,0,68.80247459,9.270879364,21.92664605,7785,1049,2481
AR,Van Buren,5141,7599,0,0,0,0,18.91038295,0.2500328991,1.144887485,0,0,0.4342676668,0,0,0,0,0,79.260429,0,0,0,0,99.49346104,0.1105175907,0.3960213667,10803,12,43
SD,Hamlin,46057,3226,0,0,0,0,18.90886547,0,1.146931184,0,0,0.5889646621,0,0,0,0,0,79.35523869,0,0,0,0,99.74796976,0.0280033604,0.2240268832,3562,1,8
MO,Macon,29121,7822,0,0,0,0,18.90820762,0.3068268985,0,0,0,0.4218869854,0,0,0,0,0,80.3630785,0,0,0,0,91.61081581,4.622140051,3.767044141,7928,400,326
SD,Edmunds,46045,2031,0,0,0,0,18.90694239,0,1.280157558,0,0,0.1477104874,0,0,0,0,0,79.66518956,0,0,0,0,98.43869002,0.3427265804,1.218583397,2585,9,32
ID,Bingham,16011,20523,0,0,0,0,18.89587292,0.2338839351,1.568971398,0,0,0.4239146324,0,0,0,0,0,78.87735711,0,0,0,0,94.01849724,0.886553932,5.094948832,17180,162,931
MO,Caldwell,29025,4701,0,0,0,0,18.88959796,0.3828972559,0,0,0,0.5530738141,0,0,0,0,0,80.17443097,0,0,0,0,72.11538462,11.51842949,16.3661859,3600,575,817
OK,McClain,40087,21345,0,0,0,0,18.88498477,0,1.030686343,0,0,0.4169594753,0,0,0,0,0,79.66736941,0,0,0,0,97.89261887,1.133114476,0.9742666525,18488,214,184
LA,Jefferson Davis,22053,14295,0,0,0,0,18.88072753,0.1818817768,0,0,0.04896817069,0.2308499475,0,0,0,0,0,80.29380902,0,0,0,0.3637635537,83.95768182,2.308869519,13.73344867,12618,347,2064
IL,Scott,17171,2586,0,0,0,0,18.870843,0,1.082753287,0,0,0,0,0,0,0,0,80.04640371,0,0,0,0,89.17369309,1.787521079,9.038785835,2644,53,268
TX,Fayette,48149,13307,0,0,0,0,18.86225295,0.2780491471,0,0,0,0.5711279778,0,0,0,0,0,80.28856993,0,0,0,0,88.23164298,9.490410279,2.277946744,14215,1529,367
KY,Lincoln,21137,11028,0,0,0,0,18.86108089,0.1541530649,0.6800870511,0,0,0.208560029,0,0,0,0,0,80.09611897,0,0,0,0,70.04478355,6.35262896,23.60258749,8446,766,2846
WY,Goshen,56015,6134,0,0,0,0,18.84577763,0,0,0,0,1.385718944,0,0,0,0,0,79.76850342,0,0,0,0,96.50533478,1.175197155,2.319468069,6241,76,150
GA,Lumpkin,13187,17808,0,0,0,0,18.84546271,0.1796945193,0,0,0,0.454851752,0,0,0,0,0,80.51999102,0,0,0,0,74.13641041,9.870645304,15.99294429,10087,1343,2176
MO,Clark,29045,3333,0,0,0,0,18.84188419,0.2100210021,0,0,0,0.5700570057,0,0,0,0,0,80.3780378,0,0,0,0,55.83524027,35.16399695,9.000762777,2196,1383,354
TN,Carroll,47017,11849,0,0,0,0,18.83703266,0.05907671533,0.6329648072,0,0,0,0,0,0,0,0,80.47092582,0,0,0,0,96.81215233,0.377977464,2.809870204,13575,53,394
KS,Woodson,20207,1476,0,0,0,0,18.83468835,0,0.8130081301,0,0,0.3387533875,0,0,0,0,0,80.01355014,0,0,0,0,39.20477137,21.51093439,39.28429423,986,541,988
WY,Sublette,56035,4885,0,0,0,0,18.83316274,0,0,0,0,1.228249744,0,0,0,0,0,79.93858751,0,0,0,0,80.31578947,3.421052632,16.26315789,4578,195,927
OR,Harney,41025,4222,0,0,0,0,18.82993842,0.2131691142,0,0,0,0.3079109427,0,0,0,0.09474182852,0,78.28043581,0,0,0,2.273803884,68.87540831,4.199720019,26.92487168,2952,180,1154
TN,Dyer,47045,14366,0,0,0,0,18.82221913,0.08353055826,0.3480439928,0,0,0,0,0,0,0,0,80.74620632,0,0,0,0,99.73007018,0.1139703677,0.1559594505,16626,19,26
KY,Robertson,21201,1143,0,0,0,0,18.81014873,0.08748906387,1.049868766,0,0,0,0,0,0,0,0,80.05249344,0,0,0,0,56.8802521,9.558823529,33.56092437,1083,182,639
SD,Gregory,46053,2267,0,0,0,0,18.79135421,0,1.588001764,0,0,0.6616674019,0,0,0,0,0,78.95897662,0,0,0,0,99.48865452,0,0.5113454778,3113,0,16
AR,Yell,5149,6461,0,0,0,0,18.77418356,0.2631171645,1.006036217,0,0,0.2940721251,0,0,0,0,0,79.66259093,0,0,0,0,76.14414414,5.837837838,18.01801802,8452,648,2000
UT,Morgan,49029,6659,0,0,0,0,18.77158733,0.3303799369,0,0,0,1.561796065,0,0,0,0,0,79.30620213,0,0.03003453972,0,0,63.75535996,9.591514331,26.65312571,2825,425,1181
TX,Anderson,48001,19290,0,0,0,0,18.77138414,0.233281493,0,0,0,0.3939865215,0,0,0,0,0,80.60134785,0,0,0,0,74.8125937,4.64283987,20.54456643,15469,960,4248
MO,Dunklin,29069,10041,0,0,0,0,18.76307141,0.2091425157,0,0,0,0.4879992033,0,0,0,0,0,80.53978687,0,0,0,0,91.35104973,1.074143824,7.574806445,13097,154,1086
MO,Bates,29013,8333,0,0,0,0,18.75675027,0.2160086403,0,0,0,0.6840273611,0,0,0,0,0,80.34321373,0,0,0,0,96.97276615,0.7539950484,2.273238803,8617,67,202
WV,Barbour,54001,6395,0,0,0,0,18.74902267,0.2189210321,1.422986708,0,0,0.3127443315,0,0,0,0,0,79.29632525,0,0,0,0,33.48466394,10.79614661,55.71918946,3024,975,5032
WY,Hot Springs,56017,2604,0,0,0,0,18.74039939,0,0,0,0,1.305683564,0,0,0,0,0,79.95391705,0,0,0,0,92.0984932,0.9555310548,6.945975744,2506,26,189
KS,Greenwood,20073,2867,0,0,0,0,18.73038019,0,0.9766306243,0,0,0.5231949773,0,0,0,0,0,79.76979421,0,0,0,0,79.64035964,6.853146853,13.50649351,3986,343,676
OK,Harmon,40057,881,0,0,0,0,18.72871737,0,0.3405221339,0,0,0.4540295119,0,0,0,0,0,80.47673099,0,0,0,0,98.63221884,0,1.367781155,1947,0,27
GA,Appling,13001,8334,0,0,0,0,18.71850252,0.05999520038,0,0,0,0.09599232061,0,0,0,0,0,81.12550996,0,0,0,0,97.69323275,0.1421231005,2.164644146,8936,13,198
MO,Gentry,29075,3292,0,0,0,0,18.71202916,0.2733900365,0,0,0,0.4860267315,0,0,0,0,0,80.52855407,0,0,0,0,98.09447128,0.5099302201,1.395598497,3655,19,52
IN,Martin,18101,4987,0,0,0,0,18.70864247,0,0,0,0,0.5414076599,0,0,0,0,0,79.42650892,0,0,0,1.323440946,78.49544073,4.768237082,16.73632219,4132,251,881
VA,Dickenson,51051,7037,0,0,0,0,18.70115106,0.04263180333,0.04263180333,0,0,0.1989484155,0,0,0,0,0,81.01463692,0,0,0,0,84.97300145,0.01317002502,15.01382853,6452,1,1140
OK,Sequoyah,40135,15545,0,0,0,0,18.7005468,0,0.6111289804,0,0,0.334512705,0,0,0,0,0,80.35381151,0,0,0,0,99.9643784,0.005088799552,0.03053279731,19644,1,6
ID,Gooding,16047,5889,0,0,0,0,18.67889285,0.1698081168,1.358464935,0,0,0.3905586687,0,0,0,0,0,79.40227543,0,0,0,0,99.47860758,0.1686857844,0.3527066401,6487,11,23
MO,Scotland,29199,1918,0,0,0,0,18.66527633,0.5735140772,0,0,0,0.6256517205,0,0,0,0,0,80.13555787,0,0,0,0,89.85224422,7.610816839,2.536938946,3223,273,91
GA,Towns,13281,8838,0,0,0,0,18.65806744,0.07920343969,0,0,0,0.3054989817,0,0,0,0,0,80.95723014,0,0,0,0,82.22720958,6.850486267,10.92230416,7694,641,1022
GA,Schley,13249,2428,0,0,0,0,18.65733114,0.0823723229,0,0,0,0.1235584843,0,0,0,0,0,81.13673806,0,0,0,0,67.12770862,10.46565237,22.406639,1456,227,486
SD,Sully,46119,901,0,0,0,0,18.64594895,0,1.442841287,0,0,0.4439511654,0,0,0,0,0,79.4672586,0,0,0,0,100,0,0,1191,0,0
IN,Ripley,18137,14384,0,0,0,0,18.64571746,0,0,0,0,0.4379866518,0,0,0,0,0,80.13070078,0,0,0,0.7855951057,98.66696792,0.1958126224,1.137219461,13101,26,151
MO,Polk,29167,15799,0,0,0,0,18.62776125,0.2848281537,0,0,0,0.841825432,0,0,0,0,0,80.24558516,0,0,0,0,75.7260971,11.44795421,12.8259487,10716,1620,1815
KY,Graves,21083,16673,0,0,0,0,18.62292329,0.2099202303,0.6657470161,0,0,0.2638997181,0,0,0,0,0,80.23750975,0,0,0,0,99.92496114,0.005359918529,0.06967894088,18643,1,13
TX,Bandera,48019,13577,0,0,0,0,18.61235914,0.3314428813,0,0,0,0.5597701996,0,0,0,0,0,80.49642778,0,0,0,0,92.28814175,2.004211749,5.707646504,12709,276,786
AR,Greene,5055,15788,0,0,0,0,18.59006841,0.164682037,1.051431467,0,0,0.278692678,0,0,0,0,0,79.91512541,0,0,0,0,99.98489958,0,0.01510041778,19864,0,3
NM,Lea,35025,21157,0,0,0,0,18.57541239,0.1465236092,0.7420711821,0,0,0.1985158576,0,0,0,0,0,80.33747696,0,0,0,0,96.8270143,0.3654379985,2.8075477,27556,104,799
VA,Grayson,51077,8099,0,0,0,0,18.55784665,0.2592912705,0.07408322015,0,0,0.308680084,0,0,0,0,0,80.80009878,0,0,0,0,67.83131399,3.616042078,28.55264394,7222,385,3040
AL,Lawrence,1079,16043,0,0,0,0,18.54391323,0.07479897775,0.5921585738,0,0,0,0,0,0,0,0,80.78912922,0,0,0,0,93.991966,0.6054607906,5.402573208,16145,104,928
SD,Butte,46019,5082,0,0,0,0,18.53600945,0,1.5545061,0,0,0.728059819,0,0,0,0,0,79.18142464,0,0,0,0,83.40779854,3.594638505,12.99756296,4107,177,640
MO,Crawford,29055,10829,0,0,0,0,18.53356727,0.3693785206,0,0,0,0.3693785206,0,0,0,0,0,80.72767569,0,0,0,0,80.85308057,7.022834985,12.12408445,9383,815,1407
TN,Unicoi,47171,8500,0,0,0,0,18.52941176,0.1647058824,0.5058823529,0,0,0,0,0,0,0,0,80.8,0,0,0,0,97.62185072,0.7181539911,1.659995291,8292,61,141
GA,Union,13291,17880,0,0,0,0,18.50671141,0.1454138702,0,0,0,0.3803131991,0,0,0,0,0,80.96756152,0,0,0,0,67.58218126,11.45929339,20.95852535,10999,1865,3411
IL,Hardin,17069,1924,0,0,0,0,18.5031185,0,1.143451143,0,0,0,0,0,0,0,0,80.35343035,0,0,0,0,99.26030292,0,0.7396970764,2818,0,21
KY,Grayson,21085,12089,0,0,0,0,18.48788155,0.2067995699,0.7610224171,0,0,0.2233435354,0,0,0,0,0,80.32095293,0,0,0,0,86.72727273,3.857954545,9.414772727,15264,679,1657
KS,Russell,20167,3248,0,0,0,0,18.4729064,0,1.662561576,0,0,0.2155172414,0,0,0,0,0,79.64901478,0,0,0,0,99.78831499,0,0.2116850127,4714,0,10
GA,Gilmer,13123,18481,0,0,0,0,18.46761539,0.09198636437,0,0,0,0.4058221958,0,0,0,0,0,81.03457605,0,0,0,0,89.79956663,1.273022752,8.927410618,16577,235,1648
MO,Webster,29225,19769,0,0,0,0,18.44807527,0.2225706915,0,0,0,0.6424199504,0,0,0,0,0,80.68693409,0,0,0,0,60.81755965,11.46186571,27.72057463,9864,1859,4496
PA,Potter,42105,9085,0,0,0,0,18.43698404,0.220143093,0,0,0,0.6164006604,0,0,0,0,0,80.72647221,0,0,0,0,96.69489435,0.361752857,2.943352791,11761,44,358
UT,Box Elder,49003,28620,0,0,0,0,18.42767296,0.4157931516,0,0,0,1.194968553,0,0,0,0,0,79.84975542,0,0.1118099231,0,0,86.80291971,4.350364964,8.846715328,17838,894,1818
NC,Yadkin,37197,20297,0,0,0,0,18.42144159,0.2315613145,0,0,0.07882938365,0.2759028428,0,0,0,0,0,80.99226487,0,0,0,0,98.03137496,1.07146519,0.8971598483,19122,209,175
LA,Lafourche,22057,42699,0,0,0,0,18.41729315,0.1967259186,0,0,0.03981357877,0.3021148036,0,0,0,0,0,80.70680812,0,0,0,0.337244432,98.88908262,0.1992676912,0.9116496874,39701,80,366
OR,Grant,41023,4417,0,0,0,0,18.40615803,0.29431741,0,0,0,0.3169572108,0,0,0,0.06791940231,0,78.85442608,0,0,0,2.06022187,65.28696394,0.810753147,33.90228291,3060,38,1589
OK,Murray,40099,5869,0,0,0,0,18.40177202,0,1.107514057,0,0,0.596353723,0,0,0,0,0,79.8943602,0,0,0,0,86.586436,3.92378087,9.489783126,6907,313,757
MT,Broadwater,30007,4810,0,0,0,0,18.3991684,0.3742203742,0,0,0,0.6237006237,0,0,0,0,0,78.37837838,0,0,0,2.224532225,32.97668038,27.13305898,39.89026063,1202,989,1454
UT,Daggett,49009,549,0,0,0,0,18.39708561,0.364298725,0,0,0,0.364298725,0,0,0,0,0,80.69216758,0,0.1821493625,0,0,85.07890961,0.2869440459,14.63414634,1186,4,204
TN,Jackson,47087,5647,0,0,0,0,18.38144147,0.08854258899,0.4781299805,0,0,0,0,0,0,0,0,81.05188596,0,0,0,0,99.98400768,0,0.01599232368,6252,0,1
GA,Stephens,13257,13099,0,0,0,0,18.352546,0.1221467288,0,0,0,0.3588060157,0,0,0,0,0,81.16650126,0,0,0,0,92.63344336,3.494082602,3.872474036,11506,434,481
IL,Cumberland,17035,5760,0,0,0,0,18.35069444,0,1.40625,0,0,0,0,0,0,0,0,80.24305556,0,0,0,0,95.61615464,1.501553331,2.882292026,5540,87,167
AR,White,5145,30741,0,0,0,0,18.3500862,0.2309619076,1.17758043,0,0,0.4977066458,0,0,0,0,0,79.74366481,0,0,0,0,86.27946862,6.444580099,7.27595128,29681,2217,2503
AR,Sevier,5133,4699,0,0,0,0,18.34432858,0.2128112364,0.7661204512,0,0,0.4043413492,0,0,0,0,0,80.27239838,0,0,0,0,92.55788313,2.646085998,4.796030871,6716,192,348
KY,Elliott,21063,2907,0,0,0,0,18.30065359,0.3095975232,0.7911936705,0,0,0.2751977984,0,0,0,0,0,80.32335741,0,0,0,0,100,0,0,3087,0,0
TX,Austin,48015,15353,0,0,0,0,18.29609848,0.2996157103,0,0,0,0.3908031004,0,0,0,0,0,81.01348271,0,0,0,0,79.96989923,8.519827248,11.51027352,12221,1302,1759
AR,Clay,5021,4960,0,0,0,0,18.28629032,0.3024193548,0.9475806452,0,0,0.4637096774,0,0,0,0,0,80,0,0,0,0,96.75995694,0.7534983854,2.486544672,8989,70,231
MO,Iron,29093,4513,0,0,0,0,18.25836472,0.4653224019,0,0,0,0.6204298693,0,0,0,0,0,80.655883,0,0,0,0,56.03226989,6.949028236,37.01870187,3056,379,2019
TX,Cherokee,48073,20484,0,0,0,0,18.25327085,0.3612575669,0,0,0,0.4442491701,0,0,0,0,0,80.94122242,0,0,0,0,95.37832828,0.615099427,4.006572295,22639,146,951
ID,Washington,16087,5534,0,0,0,0,18.25081316,0.1807011203,1.282977954,0,0,0.2529815685,0,0,0,0,0,80.0325262,0,0,0,0,69.15287244,4.362220058,26.4849075,3551,224,1360
ID,Benewah,16009,5126,0,0,0,0,18.24034335,0.1755754975,1.326570425,0,0,0.3901677721,0,0,0,0,0,79.86734296,0,0,0,0,59.92063492,24.81962482,15.25974026,3322,1376,846
TX,Howard,48227,9631,0,0,0,0,18.21202367,0.2076627557,0,0,0,0.4568580625,0,0,0,0,0,81.12345551,0,0,0,0,99.2823457,0.1366960563,0.5809582394,14526,20,85
TX,Burleson,48051,9359,0,0,0,0,18.1963885,0.1923282402,0,0,0,0.5556149161,0,0,0,0,0,81.05566834,0,0,0,0,55.56229949,1.864215729,42.57348478,6408,215,4910
TN,DeKalb,47041,9376,0,0,0,0,18.19539249,0.1706484642,0.5866040956,0,0,0,0,0,0,0,0,81.04735495,0,0,0,0,99.98140227,0.01859773108,0,10752,2,0
TN,Benton,47005,7238,0,0,0,0,18.16800221,0.1381597126,0.4559270517,0,0,0,0,0,0,0,0,81.23791103,0,0,0,0,97.61219486,0.3944142416,1.993390896,9157,37,187
NE,Gosper,31073,1118,0,0,0,0,18.15742397,0.1788908766,0,0,0,0.3577817531,0.1788908766,0,0,0,0,81.12701252,0,0,0,0,70.03412969,26.27986348,3.686006826,1026,385,54
AR,Calhoun,5013,2088,0,0,0,0,18.151341,0.2873563218,0.8141762452,0,0,0.5747126437,0,0,0,0,0,80.17241379,0,0,0,0,97.29471674,0.7001909612,2.005092298,3057,22,63
WV,Monroe,54063,6367,0,0,0,0,18.1404115,0.3612376315,1.209360766,0,0,0.3612376315,0,0,0,0,0,79.92775247,0,0,0,0,92.630846,0.8471625856,6.521991412,7982,73,562
VA,Carroll,51035,16147,0,0,0,0,18.11482009,0.1734068248,0.06193100886,0,0,0.1981792283,0,0,0,0,0,81.45166285,0,0,0,0,50.96106725,10.36754696,38.67138579,9359,1904,7102
AR,Stone,5137,6012,0,0,0,0,18.11377246,0.3160345975,1.21423819,0,0,0.3825681969,0,0,0,0,0,79.97338656,0,0,0,0,99.27241337,0.2343075595,0.4932790726,8050,19,40
VA,Wise,51195,16765,0,0,0,0,18.10915598,0.2028034596,0.04771846108,0,0,0.1908738443,0,0,0,0,0,81.44944826,0,0,0,0,95.77309412,0.06386808338,4.163037798,16495,11,717
OH,Highland,39071,19932,0,0,0,0,18.10656231,0,0,0,0,0.2709211318,0,0,0,0,0,81.62251656,0,0,0,0,83.93294587,1.878092127,14.18896201,17474,391,2954
NE,Howard,31093,3550,0,0,0,0,18.08450704,0.1690140845,0,0,0,0.6478873239,0.3098591549,0,0,0,0,80.78873239,0,0,0,0,67.79661017,19.59207124,12.61131859,2360,682,439
MO,DeKalb,29063,4812,0,0,0,0,18.0798005,0.3325020781,0,0,0,0.893599335,0,0,0,0,0,80.69409809,0,0,0,0,95.51636209,0.5099872503,3.973650659,4495,24,187
KS,Wilson,20205,3548,0,0,0,0,18.06651635,0,1.042841037,0,0,0.6764374295,0,0,0,0,0,80.21420519,0,0,0,0,58.60340197,6.893464637,34.50313339,3273,385,1927
ND,Wells,38103,2242,0,0,0,0,18.06422837,0,0,0,0,0.9812667261,0,0,0,0,0,80.95450491,0,0,0,0,100,0,0,3042,0,0
ND,Adams,38001,1191,0,0,0,0,18.05205709,0,0,0,0,1.175482788,0,0,0,0,0,80.77246012,0,0,0,0,100,0,0,1531,0,0
GA,Gordon,13129,27606,0,0,0,0,18.04680142,0.1267840325,0,0,0,0.3405056872,0,0,0,0,0,81.48590886,0,0,0,0,76.61785122,6.628151731,16.75399704,17108,1480,3741
TX,Fisher,48151,1829,0,0,0,0,18.04264625,0.1093493712,0,0,0,0.5467468562,0,0,0,0,0,81.30125752,0,0,0,0,96.08516484,0.3090659341,3.605769231,2798,9,105
MO,Moniteau,29135,7262,0,0,0,0,18.02533737,0.3029468466,0,0,0,0.8399889838,0,0,0,0,0,80.8317268,0,0,0,0,97.51439405,1.235781491,1.249824463,6944,88,89
WV,Hampshire,54027,10500,0,0,0,0,18,0.2095238095,0.9619047619,0,0,0.219047619,0,0,0,0,0,80.60952381,0,0,0,0,86.58493624,4.121750159,9.293313605,12289,585,1319
KY,Owen,21187,5492,0,0,0,0,17.98980335,0.2002913328,0.8922068463,0,0,0.1820830299,0,0,0,0,0,80.73561544,0,0,0,0,51.77181208,10.46979866,37.75838926,3857,780,2813
OK,Grady,40051,25227,0,0,0,0,17.98073493,0,0.8364054386,0,0,0.4043286954,0,0,0,0,0,80.77853094,0,0,0,0,96.17239892,1.051021609,2.776579474,24523,268,708
AR,Fulton,5049,5039,0,0,0,0,17.97975789,0.1786068664,1.28993848,0,0,0.3770589403,0,0,0,0,0,80.17463782,0,0,0,0,97.96441496,0.1960193004,1.839565742,6497,13,122
TN,Carter,47019,24780,0,0,0,0,17.97417272,0.1533494754,0.4963680387,0,0,0,0,0,0,0,0,81.37610977,0,0,0,0,92.27218063,1.850486868,5.877332506,23785,477,1515
MO,Daviess,29061,3886,0,0,0,0,17.96191457,0.3602676274,0,0,0,0.6433350489,0,0,0,0,0,81.03448276,0,0,0,0,82.97744961,5.408102175,11.61444821,4158,271,582
TX,Henderson,48213,38356,0,0,0,0,17.92418396,0.2033580144,0,0,0,0.3936802586,0,0,0,0,0,81.47877777,0,0,0,0,89.2568951,1.013689831,9.729415071,44466,505,4847
